FY	Character_Title	Fund_Title	Department_Title	SubObjTitle	budget	Dept	Fund	Char	Sub.obj
2014	Equipment	General Operating Fund	Personnel	Computer Equipment & Peripherals	3574	56	10	4	427
2014	Materials and Supplies	General Operating Fund	Personnel	Dry Goods/notions/wearing Apparel	400	56	10	3	308
2014	Personal Services	General Operating Fund	Personnel	Dual/relief-full time-civilian	275960	56	10	1	102
2014	Purchase of Services	General Operating Fund	Personnel	Dues	12592	56	10	2	255
2014	Equipment	General Operating Fund	Personnel	Furniture and Furnishings	4745	56	10	4	430
2014	Materials and Supplies	General Operating Fund	Personnel	General Hardware and Minor Tools	16	56	10	3	316
2014	Personal Services	General Operating Fund	Personnel	Holiday "G"(2/3 Shifts)	1101	56	10	1	171
2014	Materials and Supplies	General Operating Fund	Personnel	Hospital and Laboratory	11950	56	10	3	317
2014	Purchase of Services	General Operating Fund	Personnel	Maint/support-computr Hardware/soft	27233	56	10	2	266
2014	Purchase of Services	General Operating Fund	Personnel	Meals-non-travel & officl Entertain	6861	56	10	2	230
2014	Equipment	General Operating Fund	Personnel	Office Equipment	415	56	10	4	420
2014	Materials and Supplies	General Operating Fund	Personnel	Office Materials and Supplies	19211	56	10	3	320
2014	Personal Services	General Operating Fund	Personnel	Overtime-civilian	75485	56	10	1	161
2014	Personal Services	General Operating Fund	Personnel	Perm Full Time-civilian	4009547	56	10	1	101
2014	Personal Services	General Operating Fund	Personnel	Perm Part Time	25762	56	10	1	111
2014	Personal Services	General Operating Fund	Personnel	Plus/minus Gross Adj	18514	56	10	1	109
2014	Purchase of Services	General Operating Fund	Personnel	Postage	16267	56	10	2	210
2014	Materials and Supplies	General Operating Fund	Personnel	Precision, Photographic and Artists	6081	56	10	3	324
2014	Materials and Supplies	General Operating Fund	Personnel	Printing	2093	56	10	3	325
2014	Purchase of Services	General Operating Fund	Personnel	Professional Consult/spec Services	481696	56	10	2	250
2014	Purchase of Services	General Operating Fund	Personnel	Rent/Lease-Purchase Computer Equipment	1819	56	10	2	282
2014	Purchase of Services	General Operating Fund	Personnel	Rents	19631	56	10	2	285
2014	Purchase of Services	General Operating Fund	Personnel	Repair and Maintenance Charges	9689	56	10	2	260
2014	Personal Services	General Operating Fund	Personnel	Salary Control	22066	56	10	1	100
2014	Purchase of Services	General Operating Fund	Personnel	Seminar and Training Sessions	47882	56	10	2	256
2014	Personal Services	General Operating Fund	Personnel	Shift	6	56	10	1	181
2014	Personal Services	General Operating Fund	Personnel	Sick Pay(b Time)-civilian	2413	56	10	1	199
2014	Purchase of Services	General Operating Fund	Personnel	Telephone	403	56	10	2	209
2014	Personal Services	General Operating Fund	Personnel	Temporary/seasonal	117245	56	10	1	121
2014	Purchase of Services	General Operating Fund	Personnel	Transportation	267387	56	10	2	211
2014	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Office of Arts & Culture	Contributions-ed & Non-prof Rec Org	230688	58	10	5	505
2014	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Office of Arts & Culture	Contributions-gov & Non-prof Not Ed	1840000	58	10	5	517
2014	Purchase of Services	General Operating Fund	Office of Arts & Culture	Dues	250	58	10	2	255
2014	Materials and Supplies	General Operating Fund	Office of Arts & Culture	Food	300	58	10	3	313
2014	Purchase of Services	General Operating Fund	Office of Arts & Culture	Meals-non-travel & officl Entertain	900	58	10	2	230
2014	Materials and Supplies	General Operating Fund	Office of Arts & Culture	Office Materials and Supplies	155	58	10	3	320
2014	Personal Services	General Operating Fund	Office of Arts & Culture	Perm Full Time-civilian	96492	58	10	1	101
2014	Personal Services	General Operating Fund	Office of Arts & Culture	Plus/minus Gross Adj	20	58	10	1	109
2014	Purchase of Services	General Operating Fund	Office of Arts & Culture	Professional Consult/spec Services	390800	58	10	2	250
2014	Personal Services	General Operating Fund	Office of Arts & Culture	Salary Control	1944	58	10	1	100
2014	Purchase of Services	General Operating Fund	Office of Property Assessments	Advertising/Promotional Activities	9831	59	10	2	240
2014	Materials and Supplies	General Operating Fund	Office of Property Assessments	Books and Other Publications	21186	59	10	3	304
2014	Materials and Supplies	General Operating Fund	Office of Property Assessments	Building and Construction	320	59	10	3	305
2014	Contributions, Indemnities, Refunds, Taxes	General Operating Fund	Office of Property Assessments	Civil Rights	7500	59	10	5	581
2014	Equipment	General Operating Fund	Office of Property Assessments	Computer Equipment & Peripherals	72375	59	10	4	427
2014	Purchase of Services	General Operating Fund	Office of Property Assessments	Court Reporters	116	59	10	2	258
2014	Purchase of Services	General Operating Fund	Office of Property Assessments	Dues	10314	59	10	2	255
2014	Equipment	General Operating Fund	Office of Property Assessments	Electrical Lighting Communication	2273	59	10	4	410
2014	Materials and Supplies	General Operating Fund	Office of Property Assessments	General Hardware and Minor Tools	306	59	10	3	316
2014	Personal Services	General Operating Fund	Office of Property Assessments	Holiday "G"(2/3 Shifts)	183	59	10	1	171
2014	Purchase of Services	General Operating Fund	Office of Property Assessments	Information Technology-prof Service	48750	59	10	2	251
2014	Materials and Supplies	General Operating Fund	Office of Property Assessments	Janitorial, Laundry and Household	948	59	10	3	318
2014	Purchase of Services	General Operating Fund	Office of Property Assessments	Maint/support-computr Hardware/soft	10322	59	10	2	266
2014	Equipment	General Operating Fund	Office of Property Assessments	Office Equipment	2583	59	10	4	420
2014	Materials and Supplies	General Operating Fund	Office of Property Assessments	Office Materials and Supplies	53039	59	10	3	320
2014	Personal Services	General Operating Fund	Office of Property Assessments	Overtime-civilian	12496	59	10	1	161
2014	Personal Services	General Operating Fund	Office of Property Assessments	Perm Full Time-civilian	8922440	59	10	1	101
2014	Personal Services	General Operating Fund	Office of Property Assessments	Plus/minus Gross Adj	300122	59	10	1	109
2014	Purchase of Services	General Operating Fund	Office of Property Assessments	Postage	150725	59	10	2	210
2014	Materials and Supplies	General Operating Fund	Office of Property Assessments	Precision, Photographic and Artists	54528	59	10	3	324
2014	Materials and Supplies	General Operating Fund	Office of Property Assessments	Printing	203908	59	10	3	325
2014	Purchase of Services	General Operating Fund	Office of Property Assessments	Professional Consult/spec Services	863541	59	10	2	250
2014	Purchase of Services	General Operating Fund	Office of Property Assessments	Rental of Parking Spaces	370	59	10	2	286
2014	Purchase of Services	General Operating Fund	Office of Property Assessments	Rents	420	59	10	2	285
2014	Purchase of Services	General Operating Fund	Office of Property Assessments	Repair and Maintenance Charges	16891	59	10	2	260
2014	Personal Services	General Operating Fund	Office of Property Assessments	Salary Control	34903	59	10	1	100
2014	Purchase of Services	General Operating Fund	Office of Property Assessments	Seminar and Training Sessions	23015	59	10	2	256
2014	Personal Services	General Operating Fund	Office of Property Assessments	Sick Pay(b Time)-civilian	5821	59	10	1	199
2014	Purchase of Services	General Operating Fund	Office of Property Assessments	Telephone	302	59	10	2	209
2014	Personal Services	General Operating Fund	Office of Property Assessments	Temporary/seasonal	38002	59	10	1	121
2014	Purchase of Services	General Operating Fund	Office of Property Assessments	Transportation	8255	59	10	2	211
2014	Purchase of Services	General Operating Fund	City Controller	Accounting and Auditing Services	173834	61	10	2	252
2014	Materials and Supplies	General Operating Fund	City Controller	Books and Other Publications	9296	61	10	3	304
2014	Purchase of Services	General Operating Fund	City Controller	Dues	7109	61	10	2	255
2014	Equipment	General Operating Fund	City Controller	Electrical Lighting Communication	317	61	10	4	410
2014	Personal Services	General Operating Fund	City Controller	Holiday "G"(2/3 Shifts)	4015	61	10	1	171
2014	Purchase of Services	General Operating Fund	City Controller	Information Technology-prof Service	81	61	10	2	251
2014	Purchase of Services	General Operating Fund	City Controller	Licenses Permits Inspection Charges	2692	61	10	2	215
2014	Purchase of Services	General Operating Fund	City Controller	Maint/support-computr Hardware/soft	7168	61	10	2	266
2014	Purchase of Services	General Operating Fund	City Controller	Meals-non-travel & officl Entertain	719	61	10	2	230
2014	Equipment	General Operating Fund	City Controller	Office Equipment	2399	61	10	4	420
2014	Materials and Supplies	General Operating Fund	City Controller	Office Materials and Supplies	9227	61	10	3	320
2014	Personal Services	General Operating Fund	City Controller	Overtime-civilian	65036	61	10	1	161
2014	Personal Services	General Operating Fund	City Controller	Perm Full Time-civilian	6597405	61	10	1	101
2014	Personal Services	General Operating Fund	City Controller	Perm Part Time	22690	61	10	1	111
2014	Personal Services	General Operating Fund	City Controller	Plus/minus Gross Adj	213672	61	10	1	109
2014	Purchase of Services	General Operating Fund	City Controller	Postage	282	61	10	2	210
2014	Materials and Supplies	General Operating Fund	City Controller	Printing	3077	61	10	3	325
2014	Equipment	General Operating Fund	City Controller	Printing and Binding	628	61	10	4	425
2014	Purchase of Services	General Operating Fund	City Controller	Professional Consult/spec Services	171920	61	10	2	250
2014	Purchase of Services	General Operating Fund	City Controller	Rental of Parking Spaces	630	61	10	2	286
2014	Purchase of Services	General Operating Fund	City Controller	Repair and Maintenance Charges	647	61	10	2	260
2014	Personal Services	General Operating Fund	City Controller	Salary Control	129799	61	10	1	100
2014	Purchase of Services	General Operating Fund	City Controller	Seminar and Training Sessions	32464	61	10	2	256
2014	Purchase of Services	General Operating Fund	City Controller	Telephone	48	61	10	2	209
2014	Personal Services	General Operating Fund	City Controller	Temporary/seasonal	37555	61	10	1	121
2014	Purchase of Services	General Operating Fund	City Controller	Transportation	6099	61	10	2	211
2014	Purchase of Services	Grants Revenue Fund	City Controller	Accounting and Auditing Services	120641	61	80	2	252
2014	Materials and Supplies	Grants Revenue Fund	City Controller	Books and Other Publications	11311	61	80	3	304
2014	Equipment	Grants Revenue Fund	City Controller	Computer Equipment & Peripherals	18324	61	80	4	427
2014	Purchase of Services	Grants Revenue Fund	City Controller	Dues	235	61	80	2	255
2014	Equipment	Grants Revenue Fund	City Controller	Furniture and Furnishings	310	61	80	4	430
2014	Purchase of Services	Grants Revenue Fund	City Controller	Meals-non-travel & officl Entertain	1061	61	80	2	230
2014	Equipment	Grants Revenue Fund	City Controller	Office Equipment	3486	61	80	4	420
2014	Materials and Supplies	Grants Revenue Fund	City Controller	Office Materials and Supplies	22745	61	80	3	320
2014	Purchase of Services	Grants Revenue Fund	City Controller	Postage	6	61	80	2	210
2014	Materials and Supplies	Grants Revenue Fund	City Controller	Printing	1244	61	80	3	325
2014	Purchase of Services	Grants Revenue Fund	City Controller	Professional Consult/spec Services	8004	61	80	2	250
2014	Purchase of Services	Grants Revenue Fund	City Controller	Seminar and Training Sessions	149	61	80	2	256
2014	Purchase of Services	General Operating Fund	Board of Revision of Taxes	Advertising/Promotional Activities	81	63	10	2	240
2014	Personal Services	General Operating Fund	Board of Revision of Taxes	Board	23646	63	10	1	131
2014	Materials and Supplies	General Operating Fund	Board of Revision of Taxes	Books and Other Publications	1298	63	10	3	304
2014	Purchase of Services	General Operating Fund	Board of Revision of Taxes	Court Reporters	10103	63	10	2	258
2014	Equipment	General Operating Fund	Board of Revision of Taxes	Furniture and Furnishings	5694	63	10	4	430
2014	Materials and Supplies	General Operating Fund	Board of Revision of Taxes	Office Materials and Supplies	5879	63	10	3	320
2014	Personal Services	General Operating Fund	Board of Revision of Taxes	Perm Full Time-civilian	629516	63	10	1	101
2014	Personal Services	General Operating Fund	Board of Revision of Taxes	Plus/minus Gross Adj	310423	63	10	1	109
2014	Materials and Supplies	General Operating Fund	Board of Revision of Taxes	Precision, Photographic and Artists	1459	63	10	3	324
2014	Materials and Supplies	General Operating Fund	Board of Revision of Taxes	Printing	200	63	10	3	325
2014	Purchase of Services	General Operating Fund	Board of Revision of Taxes	Professional Consult/spec Services	1600	63	10	2	250
2014	Purchase of Services	General Operating Fund	Board of Revision of Taxes	Rental of Parking Spaces	9000	63	10	2	286
2014	Purchase of Services	General Operating Fund	Board of Revision of Taxes	Repair and Maintenance Charges	2682	63	10	2	260
2014	Personal Services	General Operating Fund	Board of Revision of Taxes	Temporary/seasonal	51766	63	10	1	121
2014	Purchase of Services	General Operating Fund	Register of Wills	Dues	600	68	10	2	255
2014	Purchase of Services	General Operating Fund	Register of Wills	Information Technology-prof Service	1600	68	10	2	251
2014	Purchase of Services	General Operating Fund	Register of Wills	Legal Services	681	68	10	2	253
2014	Equipment	General Operating Fund	Register of Wills	Office Equipment	3744	68	10	4	420
2014	Materials and Supplies	General Operating Fund	Register of Wills	Office Materials and Supplies	13734	68	10	3	320
2014	Personal Services	General Operating Fund	Register of Wills	Perm Full Time-civilian	3012395	68	10	1	101
