Personal Services-Water Operating Fund-Water-Sick Pay(b Time)-civilian,205196
"Contributions, Indemnities, Refunds, Taxes-Water Operating Fund-Water-Sidewalk Falls",2025072
Materials and Supplies-Water Operating Fund-Water-Small Power Tools and Hand Tools,393002
Purchase of Services-Water Operating Fund-Water-Street Lighting,189
Purchase of Services-Water Operating Fund-Water-Telephone,8928
Personal Services-Water Operating Fund-Water-Temporary/seasonal,1203040
Purchase of Services-Water Operating Fund-Water-Transportation,102729
"Contributions, Indemnities, Refunds, Taxes-Water Operating Fund-Water-Water Main Breaks",836449
"Contributions, Indemnities, Refunds, Taxes-Water Operating Fund-Water-Water Main Breaks-non-punitive Damg",582027
Payments to Other Funds-Water Residual Fund-Water-Payments To General Fund,400364
Payments to Other Funds-Water Residual Fund-Water-Payments To Other Funds,453596
Personal Services-General Operating Fund-Board of Building Standards-Board,12840
Personal Services-General Operating Fund-Board of Building Standards-Overtime-civilian,348
Personal Services-General Operating Fund-Board of Building Standards-Perm Full Time-civilian,49257
Personal Services-General Operating Fund-Board of Building Standards-Plus/minus Gross Adj,-15
Personal Services-General Operating Fund-Board of Building Standards-Shift,1
Personal Services-General Operating Fund-Zoning Board-Board,109800
Purchase of Services-General Operating Fund-Zoning Board-Court Reporters,34540
Personal Services-General Operating Fund-Zoning Board-Overtime-civilian,952
Personal Services-General Operating Fund-Zoning Board-Perm Full Time-civilian,211446
Personal Services-General Operating Fund-Zoning Board-Plus/minus Gross Adj,354
Materials and Supplies-General Operating Fund-Records-Books and Other Publications,333
Purchase of Services-General Operating Fund-Records-Commercial off-shelf Comp Software,20684
Equipment-General Operating Fund-Records-Computer Equipment & Peripherals,63724
Purchase of Services-General Operating Fund-Records-Dues,5224
Materials and Supplies-General Operating Fund-Records-Electrical and Communication,1967
Materials and Supplies-General Operating Fund-Records-Food,77
Equipment-General Operating Fund-Records-Furniture and Furnishings,365
Materials and Supplies-General Operating Fund-Records-General Hardware and Minor Tools,28
"Personal Services-General Operating Fund-Records-Holiday ""G""(2/3 Shifts)",197
Purchase of Services-General Operating Fund-Records-Information Technology-prof Service,475000
"Materials and Supplies-General Operating Fund-Records-Janitorial, Laundry and Household",419
Purchase of Services-General Operating Fund-Records-Maint/support-computr Hardware/soft,212228
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Records-Meritorious Awards",1456
Equipment-General Operating Fund-Records-Office Equipment,1852
Materials and Supplies-General Operating Fund-Records-Office Materials and Supplies,40249
Personal Services-General Operating Fund-Records-Overtime-civilian,174304
Personal Services-General Operating Fund-Records-Perm Full Time-civilian,2383196
Personal Services-General Operating Fund-Records-Plus/minus Gross Adj,63061
Purchase of Services-General Operating Fund-Records-Postage,1882
"Materials and Supplies-General Operating Fund-Records-Precision, Photographic and Artists",28023
Materials and Supplies-General Operating Fund-Records-Printing,6266
Purchase of Services-General Operating Fund-Records-Professional Consult/spec Services,733102
Purchase of Services-General Operating Fund-Records-Purchase Services-imprest Advances,2786
Purchase of Services-General Operating Fund-Records-Rents,606
Purchase of Services-General Operating Fund-Records-Repair and Maintenance Charges,83843
Personal Services-General Operating Fund-Records-Salary Control,15226
Personal Services-General Operating Fund-Records-Shift,1436
Personal Services-General Operating Fund-Records-Temporary/seasonal,21621
Purchase of Services-General Operating Fund-Records-Transportation,710
Personal Services-General Operating Fund-Historical Commission-Board,2520
Materials and Supplies-General Operating Fund-Historical Commission-Office Materials and Supplies,691
Personal Services-General Operating Fund-Historical Commission-Perm Full Time-civilian,337827
Personal Services-General Operating Fund-Historical Commission-Plus/minus Gross Adj,4003
Materials and Supplies-General Operating Fund-Historical Commission-Printing,98
Purchase of Services-General Operating Fund-Historical Commission-Repair and Maintenance Charges,863
Personal Services-General Operating Fund-Historical Commission-Salary Control,3622
Purchase of Services-General Operating Fund-Historical Commission-Transportation,80
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Art Museum-Contributions-gov & Non-prof Not Ed",2550000
Personal Services-General Operating Fund-Director of Finance-Salary Control,366286
Personal Services-General Operating Fund-Director of Finance-Perm Full Time-civilian,7782928
Personal Services-Acute Care Hospital Assessment Fund-Director of Finance-Perm Full Time-civilian,75000
Personal Services-General Operating Fund-Director of Finance-Plus/minus Gross Adj,351485
Personal Services-General Operating Fund-Director of Finance-Perm Part Time,17253
Personal Services-General Operating Fund-Director of Finance-Temporary/seasonal,28029
Personal Services-General Operating Fund-Director of Finance-Board,34900
Personal Services-General Operating Fund-Director of Finance-Reg 32-rate 1,1185119
Personal Services-General Operating Fund-Director of Finance-Overtime-civilian,38057
"Personal Services-General Operating Fund-Director of Finance-Holiday ""G""(2/3 Shifts)",121
Personal Services-General Operating Fund-Director of Finance-Holiday Pay-annual,33802
Personal Services-General Operating Fund-Director of Finance-Flex Cash,581845
Personal Services-Water Operating Fund-Director of Finance-Flex Cash,22234
Personal Services-Airport Operating Fund-Director of Finance-Flex Cash,20004
Personal Services-Community Development Fund-Director of Finance-Flex Cash,5880
Personal Services-General Operating Fund-Director of Finance-Worker's Comp-disability Comp,30383269
Personal Services-Water Operating Fund-Director of Finance-Worker's Comp-disability Comp,1327564
Personal Services-Airport Operating Fund-Director of Finance-Worker's Comp-disability Comp,537867
Personal Services-Community Development Fund-Director of Finance-Worker's Comp-disability Comp,73903
Personal Services-Acute Care Hospital Assessment Fund-Director of Finance-Worker's Comp-disability Comp,2596
Personal Services-General Operating Fund-Director of Finance-Worker's Comp-medical,25266902
Personal Services-Water Operating Fund-Director of Finance-Worker's Comp-medical,1741456
Personal Services-Airport Operating Fund-Director of Finance-Worker's Comp-medical,716986
Personal Services-General Operating Fund-Director of Finance-Medicare Tax,20649803
Personal Services-Water Operating Fund-Director of Finance-Medicare Tax,1506359
Personal Services-Airport Operating Fund-Director of Finance-Medicare Tax,856991
Personal Services-Community Development Fund-Director of Finance-Medicare Tax,61313
Personal Services-Acute Care Hospital Assessment Fund-Director of Finance-Medicare Tax,2754
Personal Services-General Operating Fund-Director of Finance-Pension-obligation Bond Payments,211014165
Personal Services-Water Operating Fund-Director of Finance-Pension-obligation Bond Payments,22450403
Personal Services-Airport Operating Fund-Director of Finance-Pension-obligation Bond Payments,11236721
Personal Services-Community Development Fund-Director of Finance-Pension-obligation Bond Payments,680969
Personal Services-Acute Care Hospital Assessment Fund-Director of Finance-Pension-obligation Bond Payments,4085
Personal Services-General Operating Fund-Director of Finance-Pension-actual,435378465
Personal Services-Water Operating Fund-Director of Finance-Pension-actual,38305052
Personal Services-Special Gasoline Tax Fund-Director of Finance-Pension-actual,500000
Personal Services-Airport Operating Fund-Director of Finance-Pension-actual,22466688
Personal Services-Community Development Fund-Director of Finance-Pension-actual,1349015
Personal Services-Acute Care Hospital Assessment Fund-Director of Finance-Pension-actual,23008
Personal Services-General Operating Fund-Director of Finance-FICA Taxes,46801306
Personal Services-Water Operating Fund-Director of Finance-FICA Taxes,6436899
Personal Services-Airport Operating Fund-Director of Finance-FICA Taxes,2596704
Personal Services-Community Development Fund-Director of Finance-FICA Taxes,261015
Personal Services-Acute Care Hospital Assessment Fund-Director of Finance-FICA Taxes,11775
Personal Services-General Operating Fund-Director of Finance-Medical Health & Welfare Credit,407804955
Personal Services-Water Operating Fund-Director of Finance-Medical Health & Welfare Credit,29276513
Personal Services-Special Gasoline Tax Fund-Director of Finance-Medical Health & Welfare Credit,500000
Personal Services-Airport Operating Fund-Director of Finance-Medical Health & Welfare Credit,15965152
Personal Services-Community Development Fund-Director of Finance-Medical Health & Welfare Credit,771485
Personal Services-Acute Care Hospital Assessment Fund-Director of Finance-Medical Health & Welfare Credit,213430
Personal Services-General Operating Fund-Director of Finance-Group Life Insurance,7124743
Personal Services-Water Operating Fund-Director of Finance-Group Life Insurance,136801
Personal Services-Airport Operating Fund-Director of Finance-Group Life Insurance,78734
Personal Services-Community Development Fund-Director of Finance-Group Life Insurance,38241
Personal Services-Acute Care Hospital Assessment Fund-Director of Finance-Group Life Insurance,137
Personal Services-General Operating Fund-Director of Finance-Group Legal Insurance,4107181
Personal Services-Water Operating Fund-Director of Finance-Group Legal Insurance,271723
Personal Services-Airport Operating Fund-Director of Finance-Group Legal Insurance,175864
Personal Services-Community Development Fund-Director of Finance-Group Legal Insurance,5340
Personal Services-Acute Care Hospital Assessment Fund-Director of Finance-Group Legal Insurance,384
Personal Services-General Operating Fund-Director of Finance-Unemployment Comp Insurance,2801905
Personal Services-Water Operating Fund-Director of Finance-Unemployment Comp Insurance,282195
Personal Services-Airport Operating Fund-Director of Finance-Unemployment Comp Insurance,141931
Personal Services-Community Development Fund-Director of Finance-Unemployment Comp Insurance,9857
Personal Services-General Operating Fund-Director of Finance-Auto Mechanic Tool Insurance,94250
Personal Services-Water Operating Fund-Director of Finance-Auto Mechanic Tool Insurance,42600
Personal Services-Airport Operating Fund-Director of Finance-Auto Mechanic Tool Insurance,14200
Personal Services-General Operating Fund-Director of Finance-Sick Pay(b Time)-civilian,1584
Purchase of Services-General Operating Fund-Director of Finance-Telephone,554
Purchase of Services-General Operating Fund-Director of Finance-Postage,1145
Purchase of Services-General Operating Fund-Director of Finance-Transportation,47342
Purchase of Services-General Operating Fund-Director of Finance-Commercial off-shelf Comp Software,140
Purchase of Services-General Operating Fund-Director of Finance-Meals-non-travel & officl Entertain,72243
Purchase of Services-General Operating Fund-Director of Finance-Advertising/Promotional Activities,1355
Purchase of Services-General Operating Fund-Director of Finance-Professional Consult/spec Services,1505921
Purchase of Services-General Operating Fund-Director of Finance-Information Technology-prof Service,1419200
