FY,Character_Title,Fund_Title,Department_Title,SubObjTitle,budget
2013,Personal Services,Grants Revenue Fund,Health,Perm Full Time-civilian,9077523.99
2013,Personal Services,Acute Care Hospital Assessment Fund,Health,Perm Full Time-civilian,349383.46
2013,Personal Services,General Operating Fund,Historical Commission,Perm Full Time-civilian,343790.63
2013,Personal Services,General Operating Fund,Human Services,Perm Full Time-civilian,20783339.98
2013,Personal Services,Grants Revenue Fund,Human Services,Perm Full Time-civilian,59867311.16
2013,Personal Services,General Operating Fund,Law,Perm Full Time-civilian,6368400.01
2013,Personal Services,Water Operating Fund,Law,Perm Full Time-civilian,2243922.16
2013,Personal Services,Airport Operating Fund,Law,Perm Full Time-civilian,1247240.06
2013,Personal Services,Community Development Fund,Law,Perm Full Time-civilian,148347.42
2013,Personal Services,General Operating Fund,Licenses & Inspections,Perm Full Time-civilian,12785980.7
2013,Personal Services,Grants Revenue Fund,Licenses & Inspections,Perm Full Time-civilian,191549.8
2013,Personal Services,Community Development Fund,Licenses & Inspections,Perm Full Time-civilian,418534.05
2013,Personal Services,General Operating Fund,Managing Director,Perm Full Time-civilian,13464986.46
2013,Personal Services,Grants Revenue Fund,Managing Director,Perm Full Time-civilian,1002447.33
2013,Personal Services,General Operating Fund,Mayor-Office of The Inspector General,Perm Full Time-civilian,1141864.09
2013,Personal Services,General Operating Fund,Mayor's Office,Perm Full Time-civilian,3002887.83
2013,Personal Services,Grants Revenue Fund,Mayor's Office,Perm Full Time-civilian,84337.49
2013,Personal Services,General Operating Fund,Mayor's Office of Transportation,Perm Full Time-civilian,505148.12
2013,Personal Services,Water Operating Fund,Mayor's Office of Transportation,Perm Full Time-civilian,169948
2013,Personal Services,Grants Revenue Fund,Mayor's Office of Transportation,Perm Full Time-civilian,122875.71
2013,Personal Services,Airport Operating Fund,Mayor's Office of Transportation,Perm Full Time-civilian,186986.44
2013,Personal Services,Grants Revenue Fund,Mayor's Office-Community Services,Perm Full Time-civilian,2362730.57
2013,Personal Services,General Operating Fund,Mayor's Office-Labor Relations,Perm Full Time-civilian,467593.37
2013,Personal Services,General Operating Fund,Mayors Office-Mural Arts Program,Perm Full Time-civilian,432457.71
2013,Personal Services,General Operating Fund,MDO-Office of Technology,Perm Full Time-civilian,16053361.72
2013,Personal Services,Water Operating Fund,MDO-Office of Technology,Perm Full Time-civilian,3937863.22
2013,Personal Services,Grants Revenue Fund,MDO-Office of Technology,Perm Full Time-civilian,220443.45
2013,Personal Services,Airport Operating Fund,MDO-Office of Technology,Perm Full Time-civilian,218697.75
2013,Personal Services,General Operating Fund,Office of Arts & Culture,Perm Full Time-civilian,202986.19
2013,Personal Services,Grants Revenue Fund,Office of Housing,Perm Full Time-civilian,319634.42
2013,Personal Services,Community Development Fund,Office of Housing,Perm Full Time-civilian,2394051.07
2013,Personal Services,Housing Trust Fund,Office of Housing,Perm Full Time-civilian,700000
2013,Personal Services,General Operating Fund,Office of Beh Health & Int Disab Services,Perm Full Time-civilian,1215241.64
2013,Personal Services,Grants Revenue Fund,Office of Beh Health & Int Disab Services,Perm Full Time-civilian,13609024.37
2013,Personal Services,General Operating Fund,Office of Property Assessments,Perm Full Time-civilian,8053142.89
2013,Personal Services,General Operating Fund,Office of Supportive Housing,Perm Full Time-civilian,7195559.26
2013,Personal Services,Grants Revenue Fund,Office of Supportive Housing,Perm Full Time-civilian,457766.31
2013,Personal Services,General Operating Fund,Personnel,Perm Full Time-civilian,3794075.57
2013,Personal Services,General Operating Fund,Police,Perm Full Time-civilian,32483651.99
2013,Personal Services,Grants Revenue Fund,Police,Perm Full Time-civilian,233197.53
2013,Personal Services,Airport Operating Fund,Police,Perm Full Time-civilian,469876.93
2013,Personal Services,General Operating Fund,Prisons,Perm Full Time-civilian,90091437.14
2013,Personal Services,General Operating Fund,Procurement,Perm Full Time-civilian,2114465.59
2013,Personal Services,Water Operating Fund,Procurement,Perm Full Time-civilian,68828.07
2013,Personal Services,General Operating Fund,Public Property,Perm Full Time-civilian,5947576.84
2013,Personal Services,General Operating Fund,Records,Perm Full Time-civilian,2404945.07
2013,Personal Services,General Operating Fund,Recreation,Perm Full Time-civilian,25789306.51
2013,Personal Services,Grants Revenue Fund,Recreation,Perm Full Time-civilian,933815.04
2013,Personal Services,General Operating Fund,Register of Wills,Perm Full Time-civilian,2959753.39
2013,Personal Services,General Operating Fund,Revenue,Perm Full Time-civilian,13121849.4
2013,Personal Services,Water Operating Fund,Revenue,Perm Full Time-civilian,9188059.65
2013,Personal Services,General Operating Fund,Sheriff,Perm Full Time-civilian,10956106.05
2013,Personal Services,General Operating Fund,Streets,Perm Full Time-civilian,52293293.12
2013,Personal Services,County Liquid Fuels Tax Fund,Streets,Perm Full Time-civilian,3172221.58
2013,Personal Services,Special Gasoline Tax Fund,Streets,Perm Full Time-civilian,3004859.57
2013,Personal Services,Grants Revenue Fund,Streets,Perm Full Time-civilian,509822.79
2013,Personal Services,Water Operating Fund,Water,Perm Full Time-civilian,68630412.21
2013,Personal Services,General Operating Fund,Youth Commission,Perm Full Time-civilian,45835
2013,Personal Services,General Operating Fund,Zoning Board,Perm Full Time-civilian,223909.31
2013,Personal Services,Airport Operating Fund,Commerce,Perm Full Time-uniform,69215.52
2013,Personal Services,General Operating Fund,District Attorney,Perm Full Time-uniform,2893441.89
2013,Personal Services,Grants Revenue Fund,District Attorney,Perm Full Time-uniform,1732412.44
2013,Personal Services,General Operating Fund,Fire,Perm Full Time-uniform,118768200.2
2013,Personal Services,Grants Revenue Fund,Fire,Perm Full Time-uniform,541814
2013,Personal Services,Airport Operating Fund,Fire,Perm Full Time-uniform,4175749.65
2013,Personal Services,Grants Revenue Fund,Human Services,Perm Full Time-uniform,62557.05
2013,Personal Services,General Operating Fund,Managing Director,Perm Full Time-uniform,97852
2013,Personal Services,General Operating Fund,Police,Perm Full Time-uniform,391112623.7
2013,Personal Services,Grants Revenue Fund,Police,Perm Full Time-uniform,2441625.08
2013,Personal Services,Airport Operating Fund,Police,Perm Full Time-uniform,9847968.13
2013,Personal Services,General Operating Fund,City Controller,Perm Part Time,6504
2013,Personal Services,General Operating Fund,City Council,Perm Part Time,204620.68
2013,Personal Services,General Operating Fund,Director of Finance,Perm Part Time,11011.28
2013,Personal Services,General Operating Fund,District Attorney,Perm Part Time,251139.52
2013,Personal Services,Grants Revenue Fund,District Attorney,Perm Part Time,48341.44
2013,Personal Services,General Operating Fund,Free Library,Perm Part Time,618553.8
2013,Personal Services,Grants Revenue Fund,Free Library,Perm Part Time,47605.58
2013,Personal Services,General Operating Fund,Health,Perm Part Time,3790624.41
2013,Personal Services,Grants Revenue Fund,Health,Perm Part Time,84710.25
2013,Personal Services,Acute Care Hospital Assessment Fund,Health,Perm Part Time,2266833.64
2013,Personal Services,General Operating Fund,Law,Perm Part Time,7489.02
2013,Personal Services,Airport Operating Fund,Law,Perm Part Time,52568.34
2013,Personal Services,General Operating Fund,Managing Director,Perm Part Time,38599.3
2013,Personal Services,General Operating Fund,Mayor-Office of The Inspector General,Perm Part Time,7162.08
2013,Personal Services,General Operating Fund,Mayor's Office,Perm Part Time,10232.4
2013,Personal Services,Grants Revenue Fund,Mayor's Office,Perm Part Time,89408.43
2013,Personal Services,Grants Revenue Fund,Mayor's Office-Community Services,Perm Part Time,973.88
2013,Personal Services,General Operating Fund,MDO-Office of Technology,Perm Part Time,55377.8
2013,Personal Services,Grants Revenue Fund,Office of Beh Health & Int Disab Services,Perm Part Time,41982.07
2013,Personal Services,General Operating Fund,Personnel,Perm Part Time,124437.47
2013,Personal Services,General Operating Fund,Recreation,Perm Part Time,1854020.75
2013,Personal Services,Grants Revenue Fund,Recreation,Perm Part Time,8407.75
2013,Personal Services,General Operating Fund,Register of Wills,Perm Part Time,168165.5
2013,Personal Services,General Operating Fund,Revenue,Perm Part Time,27330.35
2013,Equipment,General Operating Fund,City Commissioners,Plumbing/air Conditioning/space Htg,75.6
2013,Materials and Supplies,General Operating Fund,City Council,Plumbing/air Conditioning/space Htg,95.77
2013,Materials and Supplies,Airport Operating Fund,Commerce,Plumbing/air Conditioning/space Htg,440373.47
2013,Equipment,Airport Operating Fund,Commerce,Plumbing/air Conditioning/space Htg,5450.02
2013,Equipment,General Operating Fund,Fire,Plumbing/air Conditioning/space Htg,1984
2013,Materials and Supplies,Grants Revenue Fund,Fire,Plumbing/air Conditioning/space Htg,429.81
2013,Materials and Supplies,General Operating Fund,Fleet Management,Plumbing/air Conditioning/space Htg,27.64
2013,Equipment,General Operating Fund,Fleet Management,Plumbing/air Conditioning/space Htg,408.66
2013,Equipment,Water Operating Fund,Fleet Management,Plumbing/air Conditioning/space Htg,3591
2013,Equipment,General Operating Fund,Free Library,Plumbing/air Conditioning/space Htg,10427.86
2013,Materials and Supplies,Grants Revenue Fund,Free Library,Plumbing/air Conditioning/space Htg,21082.33
2013,Equipment,Grants Revenue Fund,Free Library,Plumbing/air Conditioning/space Htg,8156.16
2013,Materials and Supplies,General Operating Fund,Health,Plumbing/air Conditioning/space Htg,50225.21
2013,Equipment,General Operating Fund,Health,Plumbing/air Conditioning/space Htg,10728.2
2013,Materials and Supplies,Grants Revenue Fund,Health,Plumbing/air Conditioning/space Htg,107.61
2013,Materials and Supplies,General Operating Fund,Human Services,Plumbing/air Conditioning/space Htg,2500
2013,Equipment,General Operating Fund,Human Services,Plumbing/air Conditioning/space Htg,3685
2013,Materials and Supplies,Grants Revenue Fund,Human Services,Plumbing/air Conditioning/space Htg,2500
2013,Equipment,Grants Revenue Fund,Human Services,Plumbing/air Conditioning/space Htg,500
2013,Equipment,General Operating Fund,Managing Director,Plumbing/air Conditioning/space Htg,490
2013,Equipment,Grants Revenue Fund,Managing Director,Plumbing/air Conditioning/space Htg,234520
2013,Materials and Supplies,General Operating Fund,Office of Supportive Housing,Plumbing/air Conditioning/space Htg,134.55
2013,Equipment,General Operating Fund,Office of Supportive Housing,Plumbing/air Conditioning/space Htg,5422.83
2013,Materials and Supplies,General Operating Fund,Police,Plumbing/air Conditioning/space Htg,3149.79
2013,Equipment,General Operating Fund,Police,Plumbing/air Conditioning/space Htg,165
2013,Materials and Supplies,General Operating Fund,Prisons,Plumbing/air Conditioning/space Htg,95773.53
2013,Equipment,General Operating Fund,Prisons,Plumbing/air Conditioning/space Htg,138193.25
2013,Materials and Supplies,General Operating Fund,Public Property,Plumbing/air Conditioning/space Htg,196914.53
2013,Equipment,General Operating Fund,Public Property,Plumbing/air Conditioning/space Htg,14172.63
2013,Equipment,General Operating Fund,Records,Plumbing/air Conditioning/space Htg,1029
2013,Materials and Supplies,General Operating Fund,Recreation,Plumbing/air Conditioning/space Htg,218134.1
2013,Equipment,General Operating Fund,Recreation,Plumbing/air Conditioning/space Htg,43832.57
2013,Equipment,General Operating Fund,Revenue,Plumbing/air Conditioning/space Htg,74.42
2013,Equipment,Water Operating Fund,Revenue,Plumbing/air Conditioning/space Htg,74.41
2013,Materials and Supplies,General Operating Fund,Streets,Plumbing/air Conditioning/space Htg,97585.58
2013,Equipment,General Operating Fund,Streets,Plumbing/air Conditioning/space Htg,9795.24
2013,Materials and Supplies,Water Operating Fund,Water,Plumbing/air Conditioning/space Htg,4155852.83
2013,Equipment,Water Operating Fund,Water,Plumbing/air Conditioning/space Htg,61074.12
2013,Personal Services,General Operating Fund,1st Judicial District,Plus/minus Gross Adj,710451
2013,Personal Services,Grants Revenue Fund,1st Judicial District,Plus/minus Gross Adj,84041.63
2013,Personal Services,General Operating Fund,Atwater Kent Museum,Plus/minus Gross Adj,252.12
2013,Personal Services,General Operating Fund,Board of Building Standards,Plus/minus Gross Adj,142.31
2013,Personal Services,General Operating Fund,Board of Ethics,Plus/minus Gross Adj,2123.41
2013,Personal Services,General Operating Fund,Board of Licenses & Inspections,Plus/minus Gross Adj,1350.36
2013,Personal Services,Undistributed Pension Funds,Board of Pensions,Plus/minus Gross Adj,10429.95
