FY,Character_Title,Fund_Title,Department_Title,SubObjTitle,budget
2014,Personal Services,General Operating Fund,Director of Finance,Salary Control,366286
2014,Personal Services,General Operating Fund,Director of Finance,Perm Full Time-civilian,7782928
2014,Personal Services,Acute Care Hospital Assessment Fund,Director of Finance,Perm Full Time-civilian,75000
2014,Personal Services,General Operating Fund,Director of Finance,Plus/minus Gross Adj,351485
2014,Personal Services,General Operating Fund,Director of Finance,Perm Part Time,17253
2014,Personal Services,General Operating Fund,Director of Finance,Temporary/seasonal,28029
2014,Personal Services,General Operating Fund,Director of Finance,Board,34900
2014,Personal Services,General Operating Fund,Director of Finance,Reg 32-rate 1,1185119
2014,Personal Services,General Operating Fund,Director of Finance,Overtime-civilian,38057
2014,Personal Services,General Operating Fund,Director of Finance,"Holiday ""G""(2/3 Shifts)",121
2014,Personal Services,General Operating Fund,Director of Finance,Holiday Pay-annual,33802
2014,Personal Services,General Operating Fund,Director of Finance,Flex Cash,581845
2014,Personal Services,Water Operating Fund,Director of Finance,Flex Cash,22234
2014,Personal Services,Airport Operating Fund,Director of Finance,Flex Cash,20004
2014,Personal Services,Community Development Fund,Director of Finance,Flex Cash,5880
2014,Personal Services,General Operating Fund,Director of Finance,Worker's Comp-disability Comp,30383269
2014,Personal Services,Water Operating Fund,Director of Finance,Worker's Comp-disability Comp,1327564
2014,Personal Services,Airport Operating Fund,Director of Finance,Worker's Comp-disability Comp,537867
2014,Personal Services,Community Development Fund,Director of Finance,Worker's Comp-disability Comp,73903
2014,Personal Services,Acute Care Hospital Assessment Fund,Director of Finance,Worker's Comp-disability Comp,2596
2014,Personal Services,General Operating Fund,Director of Finance,Worker's Comp-medical,25266902
2014,Personal Services,Water Operating Fund,Director of Finance,Worker's Comp-medical,1741456
2014,Personal Services,Airport Operating Fund,Director of Finance,Worker's Comp-medical,716986
2014,Personal Services,General Operating Fund,Director of Finance,Medicare Tax,20649803
2014,Personal Services,Water Operating Fund,Director of Finance,Medicare Tax,1506359
2014,Personal Services,Airport Operating Fund,Director of Finance,Medicare Tax,856991
2014,Personal Services,Community Development Fund,Director of Finance,Medicare Tax,61313
2014,Personal Services,Acute Care Hospital Assessment Fund,Director of Finance,Medicare Tax,2754
2014,Personal Services,General Operating Fund,Director of Finance,Pension-obligation Bond Payments,211014165
2014,Personal Services,Water Operating Fund,Director of Finance,Pension-obligation Bond Payments,22450403
2014,Personal Services,Airport Operating Fund,Director of Finance,Pension-obligation Bond Payments,11236721
2014,Personal Services,Community Development Fund,Director of Finance,Pension-obligation Bond Payments,680969
2014,Personal Services,Acute Care Hospital Assessment Fund,Director of Finance,Pension-obligation Bond Payments,4085
2014,Personal Services,General Operating Fund,Director of Finance,Pension-actual,435378465
2014,Personal Services,Water Operating Fund,Director of Finance,Pension-actual,38305052
2014,Personal Services,Special Gasoline Tax Fund,Director of Finance,Pension-actual,500000
2014,Personal Services,Airport Operating Fund,Director of Finance,Pension-actual,22466688
2014,Personal Services,Community Development Fund,Director of Finance,Pension-actual,1349015
2014,Personal Services,Acute Care Hospital Assessment Fund,Director of Finance,Pension-actual,23008
2014,Personal Services,General Operating Fund,Director of Finance,FICA Taxes,46801306
2014,Personal Services,Water Operating Fund,Director of Finance,FICA Taxes,6436899
2014,Personal Services,Airport Operating Fund,Director of Finance,FICA Taxes,2596704
2014,Personal Services,Community Development Fund,Director of Finance,FICA Taxes,261015
2014,Personal Services,Acute Care Hospital Assessment Fund,Director of Finance,FICA Taxes,11775
2014,Personal Services,General Operating Fund,Director of Finance,Medical Health & Welfare Credit,407804955
2014,Personal Services,Water Operating Fund,Director of Finance,Medical Health & Welfare Credit,29276513
2014,Personal Services,Special Gasoline Tax Fund,Director of Finance,Medical Health & Welfare Credit,500000
2014,Personal Services,Airport Operating Fund,Director of Finance,Medical Health & Welfare Credit,15965152
2014,Personal Services,Community Development Fund,Director of Finance,Medical Health & Welfare Credit,771485
2014,Personal Services,Acute Care Hospital Assessment Fund,Director of Finance,Medical Health & Welfare Credit,213430
2014,Personal Services,General Operating Fund,Director of Finance,Group Life Insurance,7124743
2014,Personal Services,Water Operating Fund,Director of Finance,Group Life Insurance,136801
2014,Personal Services,Airport Operating Fund,Director of Finance,Group Life Insurance,78734
2014,Personal Services,Community Development Fund,Director of Finance,Group Life Insurance,38241
2014,Personal Services,Acute Care Hospital Assessment Fund,Director of Finance,Group Life Insurance,137
2014,Personal Services,General Operating Fund,Director of Finance,Group Legal Insurance,4107181
2014,Personal Services,Water Operating Fund,Director of Finance,Group Legal Insurance,271723
2014,Personal Services,Airport Operating Fund,Director of Finance,Group Legal Insurance,175864
2014,Personal Services,Community Development Fund,Director of Finance,Group Legal Insurance,5340
2014,Personal Services,Acute Care Hospital Assessment Fund,Director of Finance,Group Legal Insurance,384
2014,Personal Services,General Operating Fund,Director of Finance,Unemployment Comp Insurance,2801905
2014,Personal Services,Water Operating Fund,Director of Finance,Unemployment Comp Insurance,282195
2014,Personal Services,Airport Operating Fund,Director of Finance,Unemployment Comp Insurance,141931
2014,Personal Services,Community Development Fund,Director of Finance,Unemployment Comp Insurance,9857
2014,Personal Services,General Operating Fund,Director of Finance,Auto Mechanic Tool Insurance,94250
2014,Personal Services,Water Operating Fund,Director of Finance,Auto Mechanic Tool Insurance,42600
2014,Personal Services,Airport Operating Fund,Director of Finance,Auto Mechanic Tool Insurance,14200
2014,Personal Services,General Operating Fund,Director of Finance,Sick Pay(b Time)-civilian,1584
2014,Purchase of Services,General Operating Fund,Director of Finance,Telephone,554
2014,Purchase of Services,General Operating Fund,Director of Finance,Postage,1145
2014,Purchase of Services,General Operating Fund,Director of Finance,Transportation,47342
2014,Purchase of Services,General Operating Fund,Director of Finance,Commercial off-shelf Comp Software,140
2014,Purchase of Services,General Operating Fund,Director of Finance,Meals-non-travel & officl Entertain,72243
2014,Purchase of Services,General Operating Fund,Director of Finance,Advertising/Promotional Activities,1355
2014,Purchase of Services,General Operating Fund,Director of Finance,Professional Consult/spec Services,1505921
2014,Purchase of Services,General Operating Fund,Director of Finance,Information Technology-prof Service,1419200
2014,Purchase of Services,General Operating Fund,Director of Finance,Accounting and Auditing Services,45000
2014,Purchase of Services,General Operating Fund,Director of Finance,Legal Services,4490
2014,Purchase of Services,General Operating Fund,Director of Finance,Dues,93022
2014,Purchase of Services,General Operating Fund,Director of Finance,Seminar and Training Sessions,16024
2014,Purchase of Services,General Operating Fund,Director of Finance,Court Reporters,16440
2014,Purchase of Services,General Operating Fund,Director of Finance,Repair and Maintenance Charges,60277
2014,Purchase of Services,General Operating Fund,Director of Finance,Maint/support-computr Hardware/soft,31426
2014,Purchase of Services,General Operating Fund,Director of Finance,Witness Fees,62103
2014,Purchase of Services,General Operating Fund,Director of Finance,Insurance and official Bonds,1120450
2014,Purchase of Services,Airport Operating Fund,Director of Finance,Insurance and official Bonds,2673504
2014,Purchase of Services,General Operating Fund,Director of Finance,Payments For Burials and Graves,95450
2014,Materials and Supplies,General Operating Fund,Director of Finance,Books and Other Publications,12892
2014,Materials and Supplies,General Operating Fund,Director of Finance,Office Materials and Supplies,26685
2014,Materials and Supplies,General Operating Fund,Director of Finance,"Precision, Photographic and Artists",14667
2014,Materials and Supplies,General Operating Fund,Director of Finance,Printing,13850
2014,Equipment,General Operating Fund,Director of Finance,Electrical Lighting Communication,11320
2014,Equipment,General Operating Fund,Director of Finance,Office Equipment,499
2014,Equipment,General Operating Fund,Director of Finance,Computer Equipment & Peripherals,18764
2014,Equipment,General Operating Fund,Director of Finance,Furniture and Furnishings,8675
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Director of Finance,Meritorious Awards,18000
2014,"Contributions, Indemnities, Refunds, Taxes",Grants Revenue Fund,Director of Finance,Meritorious Awards,118498
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Director of Finance,Contributions-ed & Non-prof Rec Org,140459307
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Director of Finance,Refunds,100000
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Director of Finance,Contributions-gov & Non-prof Not Ed,4156348
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Director of Finance,Employee Claims-nonworkcomp/non-pun,575
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Director of Finance,Other Misc Claims - Non-punitive,686
2014,Purchase of Services,General Operating Fund,Revenue,Advertising/Promotional Activities,222
2014,Materials and Supplies,General Operating Fund,Revenue,Books and Other Publications,21366
2014,Materials and Supplies,General Operating Fund,Revenue,Building and Construction,3873
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Revenue,Civil Rights,36000
2014,Equipment,General Operating Fund,Revenue,"Construction, Dredging, Conveying",278
2014,Purchase of Services,General Operating Fund,Revenue,Court Reporters,1552
2014,Materials and Supplies,General Operating Fund,Revenue,Dry Goods/notions/wearing Apparel,1657
2014,Purchase of Services,General Operating Fund,Revenue,Dues,19671
2014,Materials and Supplies,General Operating Fund,Revenue,Electrical and Communication,149
2014,Equipment,General Operating Fund,Revenue,Electrical Lighting Communication,5988
2014,Equipment,General Operating Fund,Revenue,Furniture and Furnishings,15938
2014,Materials and Supplies,General Operating Fund,Revenue,Gasoline,15
2014,Equipment,General Operating Fund,Revenue,General Equipment and Machinery,204
2014,Materials and Supplies,General Operating Fund,Revenue,General Hardware and Minor Tools,544
2014,Personal Services,General Operating Fund,Revenue,"Holiday ""G""(2/3 Shifts)",6248
2014,Purchase of Services,General Operating Fund,Revenue,Information Technology-prof Service,16780
2014,Materials and Supplies,General Operating Fund,Revenue,"Janitorial, Laundry and Household",1430
2014,Purchase of Services,General Operating Fund,Revenue,Maint/support-computr Hardware/soft,1598
2014,Purchase of Services,General Operating Fund,Revenue,Meals-non-travel & officl Entertain,487
2014,Equipment,General Operating Fund,Revenue,Office Equipment,89114
2014,Materials and Supplies,General Operating Fund,Revenue,Office Materials and Supplies,217700
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Revenue,Other Miscellaneous Claims,14190
2014,Personal Services,General Operating Fund,Revenue,Overtime-civilian,525217
2014,Personal Services,General Operating Fund,Revenue,Perm Full Time-civilian,13588898
2014,Personal Services,General Operating Fund,Revenue,Perm Part Time,8224
2014,Equipment,General Operating Fund,Revenue,Plumbing/air Conditioning/space Htg,722
2014,Personal Services,General Operating Fund,Revenue,Plus/minus Gross Adj,247122
2014,Purchase of Services,General Operating Fund,Revenue,Postage,2115892
2014,Equipment,General Operating Fund,Revenue,"Precision, Photographic and Artists",159
2014,Materials and Supplies,General Operating Fund,Revenue,"Precision, Photographic and Artists",13862
